Date;Time;Millisecond;STERILIZER_1;STERILIZER_2;STERILIZER_3;STERILIZER_4;BPV;BOILER;ACCUMULATOR
2022-11-05 05:28:02;5:28:02;360;0;0.010100001;0;0;0.172499999;0.129999995;0.359999985
2022-11-05 05:28:27;5:28:27;20;0;0.010100001;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:28:52;5:28:52;500;0;0.012625;0;0;0.172499999;0.129999995;0.359999985
2022-11-05 05:29:17;5:29:17;140;0;0.010100001;0;0;0.172499999;0.140000001;0.359999985
2022-11-05 05:29:42;5:29:42;610;0;0.010100001;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:30:07;5:30:07;270;0;0.010100001;0;0;0.172499999;0.129999995;0.359999985
2022-11-05 05:30:31;5:30:31;930;0;0.010100001;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:30:57;5:30:57;410;0;0.010100001;0;0;0.172499999;0.129999995;0.359999985
2022-11-05 05:31:22;5:31:22;50;0;0.010100001;0;0;0.172499999;0.140000001;0.359999985
2022-11-05 05:31:47;5:31:47;520;0;0.007575;0;0;0.172499999;0.129999995;0.359999985
2022-11-05 05:32:12;5:32:12;180;0;0.007575;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:32:37;5:32:37;640;0;0.007575;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:33:02;5:33:02;300;0;0.007575;0;0;0.170000002;0.129999995;0.359999985
2022-11-05 05:33:26;5:33:26;960;0;0.007575;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:33:52;5:33:52;430;0;0.007575;0;0;0.170000002;0.140000001;0.359999985
2022-11-05 05:34:17;5:34:17;90;0;0.007575;0;0;0.170000002;0.129999995;0.359999985
2022-11-05 05:34:42;5:34:42;550;0;0.007575;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:35:07;5:35:07;210;0;0.007575;0;0;0.170000002;0.129999995;0.359999985
2022-11-05 05:35:32;5:35:32;680;0;0.007575;0;0;0.172499999;0.129999995;0.359999985
2022-11-05 05:35:57;5:35:57;340;0;0.00505;0;0;0.170000002;0.129999995;0.359999985
2022-11-05 05:36:22;5:36:22;0;0;0.00505;0;0;0.170000002;0.129999995;0.359999985
2022-11-05 05:36:47;5:36:47;460;0;0.00505;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:37:12;5:37:12;120;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:37:37;5:37:37;590;0;0.00505;0;0;0.172499999;0.129999995;0.359999985
2022-11-05 05:38:02;5:38:02;250;0;0.00505;0;0;0.170000002;0.129999995;0.359999985
2022-11-05 05:38:26;5:38:26;910;0;0.00505;0;0;0.170000002;0.129999995;0.359999985
2022-11-05 05:38:52;5:38:52;380;0;0.00505;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:39:17;5:39:17;40;0;0.00505;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:39:42;5:39:42;500;0;0.00505;0;0;0.170000002;0.129999995;0.359999985
2022-11-05 05:40:07;5:40:07;160;0;0.00505;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:40:32;5:40:32;630;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:40:57;5:40:57;290;0;0.00505;0;0;0.172499999;0.129999995;0.359999985
2022-11-05 05:41:21;5:41:21;950;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:41:47;5:41:47;430;0;0.00505;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:42:12;5:42:12;90;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:42:37;5:42:37;560;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:43:02;5:43:02;220;0;0.00505;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 05:43:27;5:43:27;700;0;0.00505;0;0;0.172499999;0.129999995;0.359999985
2022-11-05 05:43:52;5:43:52;350;0;0.00505;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 05:44:17;5:44:17;10;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:44:42;5:44:42;470;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:45:07;5:45:07;150;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:45:32;5:45:32;610;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:45:57;5:45:57;270;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:46:21;5:46:21;930;0;0.00505;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:46:47;5:46:47;390;0;0.002525;0;0;0.170000002;0.140000001;0.359999985
2022-11-05 05:47:12;5:47:12;50;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 05:47:37;5:47:37;530;0;0.002525;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:48:02;5:48:02;180;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:48:27;5:48:27;660;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:48:52;5:48:52;320;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 05:49:16;5:49:16;960;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:49:42;5:49:42;450;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:50:07;5:50:07;110;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:50:32;5:50:32;590;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:50:57;5:50:57;250;0;0.00505;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:51:22;5:51:22;710;0;0.00505;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:51:47;5:51:47;380;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:52:12;5:52:12;40;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:52:37;5:52:37;520;0;0.00505;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:53:02;5:53:02;180;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 05:53:27;5:53:27;640;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:53:52;5:53:52;310;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:54:16;5:54:16;970;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:54:42;5:54:42;450;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:55:07;5:55:07;110;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:55:32;5:55:32;580;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:55:57;5:55:57;220;0;0.00505;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:56:22;5:56:22;680;0;0.00505;0;0;0.172499999;0.129999995;0.349999994
2022-11-05 05:56:47;5:56:47;360;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 05:57:12;5:57:12;20;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:57:37;5:57:37;490;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:58:02;5:58:02;150;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 05:58:27;5:58:27;630;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 05:58:52;5:58:52;290;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:59:16;5:59:16;950;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 05:59:42;5:59:42;420;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:00:07;6:00:07;80;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:00:32;6:00:32;560;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:00:57;6:00:57;220;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:01:22;6:01:22;690;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:01:47;6:01:47;350;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:02:11;6:02:11;990;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:02:37;6:02:37;470;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:03:02;6:03:02;140;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 06:03:27;6:03:27;600;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 06:03:52;6:03:52;260;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 06:04:16;6:04:16;920;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:04:42;6:04:42;400;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:05:07;6:05:07;50;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:05:32;6:05:32;530;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:05:57;6:05:57;190;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:06:22;6:06:22;660;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:06:47;6:06:47;320;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:07:11;6:07:11;980;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 06:07:37;6:07:37;450;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:08:02;6:08:02;110;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:08:27;6:08:27;570;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:08:52;6:08:52;230;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:09:17;6:09:17;720;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:09:42;6:09:42;360;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 06:10:07;6:10:07;20;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:10:32;6:10:32;500;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:10:57;6:10:57;160;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:11:22;6:11:22;650;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 06:11:47;6:11:47;310;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:12:11;6:12:11;960;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 06:12:37;6:12:37;440;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:13:02;6:13:02;100;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 06:13:27;6:13:27;570;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:13:52;6:13:52;220;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 06:14:17;6:14:17;690;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 06:14:42;6:14:42;350;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:15:07;6:15:07;10;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:15:32;6:15:32;480;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:15:57;6:15:57;130;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:16:22;6:16:22;620;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:16:47;6:16:47;280;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:17:11;6:17:11;930;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:17:37;6:17:37;390;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:18:02;6:18:02;50;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:18:27;6:18:27;530;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:18:52;6:18:52;180;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 06:19:17;6:19:17;640;0;0.002525;0;0;0.170000002;0.140000001;0.349999994
2022-11-05 06:19:42;6:19:42;320;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:20:06;6:20:06;960;0;0.002525;0;0;0.170000002;0.129999995;0.349999994
2022-11-05 06:20:32;6:20:32;430;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:20:57;6:20:57;90;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:21:22;6:21:22;590;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:21:47;6:21:47;240;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:22:12;6:22:12;720;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:22:37;6:22:37;380;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:23:02;6:23:02;40;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:23:27;6:23:27;510;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:23:52;6:23:52;190;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:24:17;6:24:17;660;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:24:42;6:24:42;320;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:25:06;6:25:06;990;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:25:32;6:25:32;470;0;0.002525;0;0;0.170000002;0;0
