Date;Time;Millisecond;STERILIZER_1;STERILIZER_2;STERILIZER_3;STERILIZER_4;BPV;BOILER;ACCUMULATOR
2022-11-05 06:25:57;6:25:57;130;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:26:22;6:26:22;620;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:26:47;6:26:47;280;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:27:11;6:27:11;940;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:27:37;6:27:37;410;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:28:02;6:28:02;90;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:28:27;6:28:27;560;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:28:52;6:28:52;240;0;0.00505;0;0;0.170000002;0;0
2022-11-05 06:29:17;6:29:17;700;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:29:42;6:29:42;370;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:30:07;6:30:07;50;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:30:32;6:30:32;520;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:30:57;6:30:57;180;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:31:22;6:31:22;670;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:31:47;6:31:47;330;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:32:12;6:32:12;10;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:32:37;6:32:37;480;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:33:02;6:33:02;140;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:33:27;6:33:27;620;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:33:52;6:33:52;290;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:34:16;6:34:16;950;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:34:42;6:34:42;420;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:35:07;6:35:07;80;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:35:32;6:35:32;560;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:35:57;6:35:57;230;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:36:22;6:36:22;710;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:36:47;6:36:47;370;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:37:12;6:37:12;30;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:37:37;6:37:37;500;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:38:02;6:38:02;180;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:38:27;6:38:27;650;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:38:52;6:38:52;330;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:39:16;6:39:16;990;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:39:42;6:39:42;460;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:40:07;6:40:07;120;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:40:32;6:40:32;610;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:40:57;6:40:57;270;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:41:21;6:41:21;930;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:41:47;6:41:47;400;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:42:12;6:42:12;60;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:42:37;6:42:37;550;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:43:02;6:43:02;210;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:43:27;6:43:27;690;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:43:52;6:43:52;340;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:44:17;6:44:17;0;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:44:42;6:44:42;490;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:45:07;6:45:07;150;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:45:32;6:45:32;630;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:45:57;6:45:57;300;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:47:00;6:47:00;430;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:47:25;6:47:25;90;0;0.002525;0;0;0.167499989;0;0
2022-11-05 06:47:50;6:47:50;560;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:48:15;6:48:15;240;0;0.00505;0;0;0.170000002;0;0
2022-11-05 06:48:40;6:48:40;710;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:49:05;6:49:05;370;0;0.002525;0;0;0.167499989;0;0
2022-11-05 06:49:30;6:49:30;30;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:49:55;6:49:55;520;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:50:20;6:50:20;180;0;0.002525;0;0;0.167499989;0;0
2022-11-05 06:50:45;6:50:45;660;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:51:10;6:51:10;330;0;0.002525;0;0;0.167499989;0;0
2022-11-05 06:51:35;6:51:35;810;0;0.002525;0;0;0.167499989;0;0
2022-11-05 06:52:00;6:52:00;460;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:52:25;6:52:25;140;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:52:50;6:52:50;610;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:53:15;6:53:15;270;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:53:40;6:53:40;750;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:54:05;6:54:05;420;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:54:30;6:54:30;80;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:54:55;6:54:55;570;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:55:20;6:55:20;230;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:55:45;6:55:45;710;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:56:10;6:56:10;370;0;0.002525;0;0;0.167499989;0;0
2022-11-05 06:56:35;6:56:35;40;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:57:00;6:57:00;520;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:57:25;6:57:25;180;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:57:50;6:57:50;650;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:58:15;6:58:15;330;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:58:40;6:58:40;800;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:59:05;6:59:05;460;0;0.002525;0;0;0.167499989;0;0
2022-11-05 06:59:30;6:59:30;120;0;0.002525;0;0;0.170000002;0;0
2022-11-05 06:59:55;6:59:55;610;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:00:20;7:00:20;270;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:00:45;7:00:45;740;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:01:10;7:01:10;400;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:01:35;7:01:35;60;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:02:00;7:02:00;540;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:02:25;7:02:25;210;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:02:50;7:02:50;690;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:03:15;7:03:15;340;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:03:40;7:03:40;820;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:04:05;7:04:05;480;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:04:30;7:04:30;140;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:04:55;7:04:55;630;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:05:20;7:05:20;290;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:05:45;7:05:45;760;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:06:10;7:06:10;420;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:06:35;7:06:35;80;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:07:00;7:07:00;560;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:07:25;7:07:25;230;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:07:50;7:07:50;710;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:08:15;7:08:15;370;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:08:40;7:08:40;40;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:09:05;7:09:05;520;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:09:30;7:09:30;190;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:09:55;7:09:55;650;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:10:20;7:10:20;320;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:10:45;7:10:45;800;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:11:10;7:11:10;480;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:11:35;7:11:35;130;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:12:00;7:12:00;610;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:12:25;7:12:25;270;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:12:50;7:12:50;740;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:13:15;7:13:15;400;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:13:40;7:13:40;60;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:14:05;7:14:05;550;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:14:30;7:14:30;210;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:14:55;7:14:55;680;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:15:20;7:15:20;360;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:15:45;7:15:45;830;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:16:10;7:16:10;490;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:16:35;7:16:35;170;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:17:00;7:17:00;580;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:17:25;7:17:25;240;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:17:50;7:17:50;730;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:18:15;7:18:15;370;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:18:40;7:18:40;50;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:19:05;7:19:05;520;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:19:30;7:19:30;200;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:19:55;7:19:55;650;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:20:20;7:20:20;330;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:20:44;7:20:44;990;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:21:10;7:21:10;460;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:21:35;7:21:35;120;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:22:00;7:22:00;600;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:22:25;7:22:25;260;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:22:50;7:22:50;730;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:23:15;7:23:15;390;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:23:40;7:23:40;70;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:24:05;7:24:05;540;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:24:30;7:24:30;200;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:24:55;7:24:55;670;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:25:20;7:25:20;330;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:25:44;7:25:44;990;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:26:10;7:26:10;480;0;0.002525;0;0;0.170000002;0;0
2022-11-05 07:26:35;7:26:35;160;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:27:00;7:27:00;630;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:27:25;7:27:25;290;0;0.002525;0;0;0.167499989;0;0
2022-11-05 07:27:50;7:27:50;770;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:28:15;7:28:15;440;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:28:40;7:28:40;100;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:29:05;7:29:05;570;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:29:30;7:29:30;230;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:29:55;7:29:55;710;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:30:20;7:30:20;380;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:30:45;7:30:45;40;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:31:10;7:31:10;520;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:31:35;7:31:35;180;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:32:00;7:32:00;650;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:32:25;7:32:25;330;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:32:49;7:32:49;980;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:33:15;7:33:15;460;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:33:40;7:33:40;140;0;0.00505;0;0;0.170000002;0;0
2022-11-05 07:34:05;7:34:05;590;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:34:30;7:34:30;270;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:34:55;7:34:55;750;0;0.00505;0;0;0.167499989;0;0
2022-11-05 07:35:20;7:35:20;400;0;0.00505;0;0;0.170000002;0;0
